STATION,NAME,DATE,AWND,PRCP,TMIN,TMAX
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",25-09-2021,5.37,0,66,80
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",26-09-2021,6.49,0,66,82
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",27-09-2021,7.38,0,70,85
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",28-09-2021,7.83,0.68,72,85
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",29-09-2021,7.61,1.33,73,81
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30-09-2021,8.5,0,75,87
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",01-10-2021,10.07,0,76,86
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",02-10-2021,7.61,1.25,75,86
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",03-10-2021,5.37,0.78,75,84
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",04-10-2021,6.04,0.02,74,82
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",05-10-2021,6.04,0,73,82
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",06-10-2021,4.92,0,72,85
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",07-10-2021,5.37,0,74,86
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",08-10-2021,7.61,0,75,85
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",09-10-2021,5.82,0,72,86
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",10-10-2021,6.71,0,72,86
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",11-10-2021,8.5,0,73,86
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",12-10-2021,6.93,0,75,86
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",13-10-2021,7.83,0,73,87
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",14-10-2021,8.28,0,76,87
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",15-10-2021,6.26,0,75,88
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",16-10-2021,22.15,0,66,80
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",17-10-2021,17,0,63,75
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",18-10-2021,11.41,0,63,74
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",19-10-2021,11.63,0,66,79
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",20-10-2021,9.17,0.01,74,86
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",21-10-2021,4.47,0,74,85
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",22-10-2021,3.8,0,73,84
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",23-10-2021,9.62,0,72,84
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",24-10-2021,9.84,0,74,83
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",25-10-2021,4.47,0,72,82
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",26-10-2021,9.17,0,68,79
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",27-10-2021,14.99,1.29,71,84
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",28-10-2021,24.16,0,64,75
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",29-10-2021,25.95,0,59,67
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30-10-2021,12.75,0,57,66
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",31-10-2021,4.92,0,55,73
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",01-11-2021,5.82,0,60,74
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",02-11-2021,9.84,0,62,72
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",03-11-2021,11.63,0,57,71
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",04-11-2021,15.21,0,55,66
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",05-11-2021,13.87,0,56,63
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",06-11-2021,12.75,0,53,67
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",07-11-2021,9.4,0,56,65
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",08-11-2021,5.37,0,57,70
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",09-11-2021,5.82,0,58,70
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",10-11-2021,8.5,0,59,75
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",11-11-2021,10.51,0,63,79
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",12-11-2021,9.84,0,59,75
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",13-11-2021,17.67,0,53,65
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",14-11-2021,5.37,0,46,63
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",15-11-2021,5.82,0,53,71
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",16-11-2021,6.26,0,55,76
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",17-11-2021,10.51,0,63,78
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",18-11-2021,11.86,0.06,56,77
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",19-11-2021,15.88,0,52,65
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",20-11-2021,9.17,0,55,72
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",21-11-2021,6.93,0,62,77
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",22-11-2021,15.21,0.25,55,68
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",23-11-2021,10.51,0,49,61
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",24-11-2021,9.84,0,52,71
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",25-11-2021,7.38,0.03,60,77
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",26-11-2021,15.21,0.01,53,64
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",27-11-2021,6.93,0,48,61
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",28-11-2021,8.95,0.03,53,61
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",29-11-2021,8.28,0,50,62
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30-11-2021,4.7,0,48,68
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",01-12-2021,5.59,0,51,72
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",02-12-2021,4.03,0,55,72
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",03-12-2021,4.25,0,54,68
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",04-12-2021,4.03,0,62,73
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",05-12-2021,8.72,0,61,80
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",06-12-2021,9.84,0.15,64,80
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",07-12-2021,9.17,0.1,58,64
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",08-12-2021,7.61,0.23,57,65
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",09-12-2021,11.86,0.07,56,80
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",10-12-2021,14.09,0,73,83
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",11-12-2021,15.21,0.08,55,80
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",12-12-2021,11.63,0,50,60
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",13-12-2021,7.38,0,56,68
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",14-12-2021,8.05,0,62,73
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",15-12-2021,9.84,0,65,75
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",16-12-2021,8.5,0,66,80
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",17-12-2021,7.38,0,67,74
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",18-12-2021,11.18,0.32,64,81
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",19-12-2021,18.12,0,49,66
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",20-12-2021,13.65,0.03,48,52
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",21-12-2021,14.32,0,48,54
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",22-12-2021,8.72,0,50,59
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",23-12-2021,5.82,0,45,68
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",24-12-2021,10.74,0,55,78
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",25-12-2021,10.74,0,62,78
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",26-12-2021,6.71,0,63,79
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",27-12-2021,7.61,0,64,78
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",28-12-2021,14.09,0.3,68,81
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",29-12-2021,12.75,0,71,82
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30-12-2021,9.62,0,72,83
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",31-12-2021,13.87,0.02,73,82
